Month,Day,Hour,Beam Irradiance (W/m2),Diffuse Irradiance (W/m2),Ambient Temperature (C),Wind Speed (m/s),Albedo,Plane of Array Irradiance (kW/m2),Cell Temperature (C),DC Array Output (W),AC System Output (W)
1,1,0,0,0,6.6,9.8,0.6,0,6.6,0,0
1,1,1,0,0,6.8,9.8,0.6,0,6.8,0,0
1,1,2,0,0,7,7.7,0.6,0,7,0,0
1,1,3,0,0,7.2,10.3,0.6,0,7.2,0,0
1,1,4,0,0,7.3,10.8,0.6,0,7.3,0,0
1,1,5,0,0,7.4,10.3,0.6,0,7.4,0,0
1,1,6,0,0,7,8.2,0.6,0,7,0,0
1,1,7,0,0,7.5,9.8,0.6,0,7.5,0,0
1,1,8,0,2,7.7,11.8,0.6,1.903,7.713,3.472,0
1,1,9,0,15,8,10.8,0.6,13.934,8.12,42.717,25.349
1,1,10,0,33,7.6,8.7,0.6,30.701,7.917,101.443,81.995
1,1,11,0,44,8.3,10.3,0.6,40.962,8.672,137.553,116.824
1,1,12,0,45,8.4,9.8,0.6,41.895,8.796,140.832,119.988
1,1,13,0,37,8.8,9.3,0.6,34.431,9.138,114.145,94.246
1,1,14,0,21,8.9,10.3,0.6,19.519,9.076,61.838,43.792
1,1,15,0,5,8.9,8.7,0.6,4.639,8.94,8.774,0
1,1,16,0,0,8.3,8.7,0.6,0,0,0,0
1,1,17,0,0,7.1,8.7,0.6,0,7.1,0,0
1,1,18,0,0,6.3,7.7,0.6,0,6.3,0,0
1,1,19,0,0,6.1,6.7,0.6,0,6.1,0,0
1,1,20,0,0,5.4,8.2,0.6,0,5.4,0,0
1,1,21,0,0,5.5,7.7,0.6,0,5.5,0,0
1,1,22,0,0,5.5,8.2,0.6,0,5.5,0,0
1,1,23,0,0,4.9,8.7,0.6,0,4.9,0,0
1,2,0,0,0,6,9.8,0.6,0,6,0,0
1,2,1,0,0,6,9.8,0.6,0,6,0,0
1,2,2,0,0,5.6,9.8,0.6,0,5.6,0,0
1,2,3,0,0,5.6,8.7,0.6,0,5.6,0,0
1,2,4,0,0,6.6,9.8,0.6,0,6.6,0,0
1,2,5,0,0,6.8,9.8,0.6,0,6.8,0,0
1,2,6,0,0,6.6,7.7,0.6,0,6.6,0,0
1,2,7,0,0,7.1,8.7,0.6,0,7.1,0,0
1,2,8,0,5,7.1,7.7,0.6,4.756,7.145,9.113,0
1,2,9,0,27,7,8.7,0.6,25.126,7.257,79.408,60.74
1,2,10,111,77,7.5,9.8,0.6,147.223,8.891,519.244,484.99
1,2,11,275,98,7.4,10.8,0.6,277.948,9.844,1008.817,957.217
1,2,12,107,112,7.7,9.8,0.6,195.535,9.552,699.597,658.953
1,2,13,31,86,7.8,9.3,0.6,111.458,8.896,389.133,359.49
1,2,14,94,65,7.4,7.7,0.6,121.761,8.768,416.043,385.447
1,2,15,0,19,6.7,5.7,0.6,18.449,6.917,37.622,20.434
1,2,16,0,0,6.3,5.7,0.6,0,0,0,0
1,2,17,0,0,5.8,3.6,0.6,0,5.8,0,0
1,2,18,0,0,4.8,4.1,0.6,0,4.8,0,0
1,2,19,0,0,5,5.1,0.6,0,5,0,0
1,2,20,0,0,5.2,6.2,0.6,0,5.2,0,0
1,2,21,0,0,5.2,7.2,0.6,0,5.2,0,0
1,2,22,0,0,5.7,7.7,0.6,0,5.7,0,0
1,2,23,0,0,5.6,8.2,0.6,0,5.6,0,0
1,3,0,0,0,5.6,8.7,0.6,0,5.6,0,0
1,3,1,0,0,6.3,8.7,0.6,0,6.3,0,0
1,3,2,0,0,7.3,10.3,0.6,0,7.3,0,0
1,3,3,0,0,7.3,10.3,0.6,0,7.3,0,0
1,3,4,0,0,7.4,10.8,0.6,0,7.4,0,0
1,3,5,0,0,7.6,11.8,0.6,0,7.6,0,0
1,3,6,0,0,7.8,9.8,0.6,0,7.8,0,0
1,3,7,0,0,8,10.8,0.6,0,8,0,0
1,3,8,0,2,7.8,11.8,0.6,1.903,7.813,3.47,0
1,3,9,0,15,7.7,11.3,0.6,13.934,7.816,42.834,25.462
1,3,10,0,33,8.4,11.8,0.6,30.701,8.65,101.164,81.725
1,3,11,0,45,8.5,10.3,0.6,41.896,8.881,140.732,119.891
1,3,12,62,99,6.2,9.3,0.6,144.154,7.62,513.748,479.69
1,3,13,0,69,7.3,9.3,0.6,68.141,7.969,233.53,209.401
1,3,14,3,54,7.4,9.3,0.6,56.376,7.951,188.081,165.563
1,3,15,0,16,6.8,6.2,0.6,14.887,6.965,30.056,13.136
1,3,16,0,0,6,7.2,0.6,0,0,0,0
1,3,17,0,0,5.4,8.7,0.6,0,5.4,0,0
1,3,18,0,0,4.3,7.2,0.6,0,4.3,0,0
1,3,19,0,0,3.9,6.7,0.6,0,3.9,0,0
1,3,20,0,0,3.8,8.7,0.6,0,3.8,0,0
1,3,21,0,0,3.9,7.7,0.6,0,3.9,0,0
1,3,22,0,0,3.9,9.8,0.6,0,3.9,0,0
1,3,23,0,0,4,8.7,0.6,0,4,0,0
1,4,0,0,0,4.2,8.2,0.6,0,4.2,0,0
1,4,1,0,0,4.1,12.9,0.6,0,4.1,0,0
1,4,2,0,0,4,10.8,0.6,0,4,0,0
1,4,3,0,0,3.3,7.7,0.6,0,3.3,0,0
1,4,4,0,0,2.9,7.7,0.6,0,2.9,0,0
1,4,5,0,0,2.8,9.8,0.6,0,2.8,0,0
1,4,6,0,0,2.8,9.3,0.6,0,2.8,0,0
1,4,7,0,0,3,10.3,0.6,0,3,0,0
1,4,8,0,2,2.4,12.3,0.6,1.903,2.413,3.575,0
1,4,9,0,16,2.2,10.3,0.6,14.865,2.333,47.021,29.501
1,4,10,0,34,3,10.3,0.6,31.634,3.287,106.807,87.168
1,4,11,0,82,3.2,9.3,0.6,81.799,4.004,287.713,261.664
1,4,12,0,85,3.9,8.2,0.6,84.87,4.817,298.161,271.742
1,4,13,0,70,5,7.2,0.6,69.18,5.82,239.363,215.027
1,4,14,0,40,5.6,7.2,0.6,37.949,6.048,125.71,105.402
1,4,15,0,14,5.3,7.2,0.6,13.018,5.43,26.312,9.526
1,4,16,0,0,4.8,7.2,0.6,0,0,0,0
1,4,17,0,0,4.4,6.2,0.6,0,4.4,0,0
1,4,18,0,0,4.2,7.2,0.6,0,4.2,0,0
1,4,19,0,0,4,6.2,0.6,0,4,0,0
1,4,20,0,0,3.8,7.2,0.6,0,3.8,0,0
1,4,21,0,0,3.8,8.7,0.6,0,3.8,0,0
1,4,22,0,0,3.2,9.3,0.6,0,3.2,0,0
1,4,23,0,0,3,10.3,0.6,0,3,0,0
1,5,0,0,0,3,8.2,0.6,0,3,0,0
1,5,1,0,0,3,7.7,0.6,0,3,0,0
1,5,2,0,0,2.5,7.7,0.6,0,2.5,0,0
1,5,3,0,0,1.8,6.2,0.6,0,1.8,0,0
1,5,4,0,0,1.2,8.2,0.6,0,1.2,0,0
1,5,5,0,0,1,7.2,0.6,0,1,0,0
1,5,6,0,0,1.3,6.2,0.6,0,1.3,0,0
1,5,7,0,0,1.1,6.2,0.6,0,1.1,0,0
1,5,8,0,4,1.5,8.2,0.6,3.805,1.535,7.425,0
1,5,9,62,40,1.3,7.2,0.6,67.632,2.092,226.306,202.433
1,5,10,0,62,1.6,6.2,0.6,60.972,2.401,212.056,188.688
1,5,11,0,83,1.9,6.7,0.6,82.86,2.934,292.843,266.612
1,5,12,0,86,2.2,6.7,0.6,85.909,3.273,303.814,277.194
1,5,13,0,71,2.3,4.1,0.6,70.209,3.499,245.39,220.84
1,5,14,0,41,2.9,4.1,0.6,38.982,3.563,130.758,110.271
1,5,15,0,20,3,6.2,0.6,19.274,3.214,40.054,22.78
1,5,16,0,0,2.4,5.7,0.6,0,0,0,0
1,5,17,0,0,1.8,5.7,0.6,0,1.8,0,0
1,5,18,0,0,1.5,4.6,0.6,0,1.5,0,0
1,5,19,0,0,1.2,5.1,0.6,0,1.2,0,0
1,5,20,0,0,0.9,6.2,0.6,0,0.9,0,0
1,5,21,0,0,0.5,6.2,0.6,0,0.5,0,0
1,5,22,0,0,0.8,5.7,0.6,0,0.8,0,0
1,5,23,0,0,1.1,7.2,0.6,0,1.1,0,0
1,6,0,0,0,1.5,6.7,0.6,0,1.5,0,0
1,6,1,0,0,1.3,6.7,0.6,0,1.3,0,0
1,6,2,0,0,0.7,6.2,0.6,0,0.7,0,0
1,6,3,0,0,0.4,6.7,0.6,0,0.4,0,0
1,6,4,0,0,0.7,6.7,0.6,0,0.7,0,0
1,6,5,0,0,0.9,6.2,0.6,0,0.9,0,0
1,6,6,0,0,1.3,5.7,0.6,0,1.3,0,0
1,6,7,0,0,1.6,4.6,0.6,0,1.6,0,0
1,6,8,0,2,2.1,5.1,0.6,1.903,2.124,3.581,0
1,6,9,0,16,2.5,4.1,0.6,14.865,2.751,47.032,29.511
1,6,10,0,34,3,4.6,0.6,31.633,3.504,106.769,87.132
1,6,11,63,98,3.7,5.7,0.6,143.121,5.697,513.628,479.574
1,6,12,0,87,4.2,6.2,0.6,86.942,5.345,305.17,278.503
1,6,13,0,72,4.8,4.6,0.6,71.233,5.936,246.789,222.19
1,6,14,0,42,4.8,3.6,0.6,40.012,5.532,133.4,112.819
1,6,15,0,6,4.9,3.1,0.6,5.567,4.994,10.842,0
1,6,16,0,0,4.9,3.1,0.6,0,0,0,0
1,6,17,0,0,4.8,4.1,0.6,0,4.8,0,0
1,6,18,0,0,4.7,4.6,0.6,0,4.7,0,0
1,6,19,0,0,4.6,5.1,0.6,0,4.6,0,0
1,6,20,0,0,4.4,4.6,0.6,0,4.4,0,0
1,6,21,0,0,3.7,4.6,0.6,0,3.7,0,0
1,6,22,0,0,3.5,3.6,0.6,0,3.5,0,0
1,6,23,0,0,3.9,4.6,0.6,0,3.9,0,0
1,7,0,0,0,3.7,3.1,0.6,0,3.7,0,0
1,7,1,0,0,3.4,3.6,0.6,0,3.4,0,0
1,7,2,0,0,3.1,4.6,0.6,0,3.1,0,0
1,7,3,0,0,3.2,5.1,0.6,0,3.2,0,0
1,7,4,0,0,3.3,4.6,0.6,0,3.3,0,0
1,7,5,0,0,3.3,5.7,0.6,0,3.3,0,0
1,7,6,0,0,3.4,5.7,0.6,0,3.4,0,0
1,7,7,0,0,3.3,6.7,0.6,0,3.3,0,0
1,7,8,0,2,3.3,6.2,0.6,1.903,3.321,3.558,0
1,7,9,0,16,3.5,7.2,0.6,14.865,3.674,46.891,29.375
1,7,10,0,35,3.8,6.7,0.6,32.566,4.206,109.759,90.015
1,7,11,0,47,4.2,6.2,0.6,43.763,4.776,149.898,128.732
1,7,12,0,88,4.7,8.7,0.6,87.965,5.61,308.619,281.829
1,7,13,0,40,3,9.8,0.6,37.229,3.351,127.125,106.767
1,7,14,0,24,1.5,6.2,0.6,22.313,1.792,73.867,55.395
1,7,15,0,6,1.1,6.7,0.6,5.567,1.159,11.051,0
1,7,16,0,0,0.9,6.2,0.6,0,0,0,0
1,7,17,0,0,1,6.7,0.6,0,1,0,0
1,7,18,0,0,1.4,7.2,0.6,0,1.4,0,0
1,7,19,0,0,1.8,5.7,0.6,0,1.8,0,0
1,7,20,0,0,2.7,4.6,0.6,0,2.7,0,0
1,7,21,0,0,3,5.7,0.6,0,3,0,0
1,7,22,0,0,3,6.7,0.6,0,3,0,0
1,7,23,0,0,2.8,6.7,0.6,0,2.8,0,0
1,8,0,0,0,2.1,6.7,0.6,0,2.1,0,0
1,8,1,0,0,1.8,6.7,0.6,0,1.8,0,0
1,8,2,0,0,1.7,6.7,0.6,0,1.7,0,0
1,8,3,0,0,2,7.7,0.6,0,2,0,0
1,8,4,0,0,1.8,9.3,0.6,0,1.8,0,0
1,8,5,0,0,2.2,8.7,0.6,0,2.2,0,0
1,8,6,0,0,2.3,6.7,0.6,0,2.3,0,0
1,8,7,0,0,2.2,6.7,0.6,0,2.2,0,0
1,8,8,0,5,2.5,8.2,0.6,4.756,2.543,9.33,0
1,8,9,235,31,2.5,8.7,0.6,128.306,3.807,434.699,403.442
1,8,10,84,88,3.1,8.7,0.6,148.297,4.634,531.703,497.009
1,8,11,0,85,3.6,9.3,0.6,84.81,4.434,298.385,271.958
1,8,12,0,89,4.5,11.3,0.6,88.976,5.252,312.783,285.846
1,8,13,0,75,4.5,10.3,0.6,74.427,5.176,259.233,234.193
1,8,14,0,25,3.2,10.3,0.6,23.245,3.41,76.628,58.059
1,8,15,0,7,3.4,8.7,0.6,6.496,3.457,13.061,0
1,8,16,0,0,2.9,9.3,0.6,0,0,0,0
1,8,17,0,0,2.8,8.7,0.6,0,2.8,0,0
1,8,18,0,0,1.7,7.7,0.6,0,1.7,0,0
1,8,19,0,0,1.7,7.7,0.6,0,1.7,0,0
1,8,20,0,0,1.2,4.6,0.6,0,1.2,0,0
1,8,21,0,0,0.7,4.1,0.6,0,0.7,0,0
1,8,22,0,0,0.8,3.6,0.6,0,0.8,0,0
1,8,23,0,0,0.8,4.1,0.6,0,0.8,0,0
1,9,0,0,0,1.3,5.7,0.6,0,1.3,0,0
1,9,1,0,0,1.3,6.2,0.6,0,1.3,0,0
1,9,2,0,0,1.3,6.2,0.6,0,1.3,0,0
1,9,3,0,0,1.2,6.7,0.6,0,1.2,0,0
1,9,4,0,0,1,6.7,0.6,0,1,0,0
1,9,5,0,0,0.9,6.7,0.6,0,0.9,0,0
1,9,6,0,0,0.8,6.2,0.6,0,0.8,0,0
1,9,7,0,0,0.6,7.2,0.6,0,0.6,0,0
1,9,8,0,3,0.4,5.7,0.6,2.854,0.434,5.526,0
1,9,9,0,17,0.3,4.6,0.6,15.796,0.549,50.782,33.128
1,9,10,0,36,0.6,3.1,0.6,33.499,1.266,114.504,94.592
1,9,11,0,48,1,4.1,0.6,44.696,1.764,155.172,133.819
1,9,12,0,50,1.1,4.1,0.6,46.564,1.896,161.925,140.333
1,9,13,0,42,1.6,5.1,0.6,39.096,2.185,134.495,113.875
1,9,14,0,45,1.7,5.1,0.6,43.063,2.342,146.36,125.319
1,9,15,0,7,1.8,5.7,0.6,6.496,1.88,14.347,0
1,9,16,0,0,1.8,7.2,0.6,0,0,0,0
1,9,17,0,0,1.4,6.7,0.6,0,1.4,0,0
1,9,18,0,0,1.3,6.7,0.6,0,1.3,0,0
1,9,19,0,0,0.9,6.7,0.6,0,0.9,0,0
1,9,20,0,0,1.1,7.2,0.6,0,1.1,0,0
1,9,21,0,0,1,6.2,0.6,0,1,0,0
1,9,22,0,0,1,6.2,0.6,0,1,0,0
1,9,23,0,0,0.6,5.7,0.6,0,0.6,0,0
1,10,0,0,0,0.6,4.1,0.6,0,0.6,0,0
1,10,1,0,0,0.5,5.1,0.6,0,0.5,0,0
1,10,2,0,0,0.2,5.1,0.6,0,0.2,0,0
1,10,3,0,0,0.1,4.1,0.6,0,0.1,0,0
1,10,4,0,0,0.1,4.1,0.6,0,0.1,0,0
1,10,5,0,0,0,4.1,0.6,0,0,0,0
1,10,6,0,0,0.2,4.1,0.6,0,0.2,0,0
1,10,7,0,0,0.2,5.1,0.6,0,0.2,0,0
1,10,8,0,3,0.3,5.1,0.6,2.854,0.336,5.528,0
1,10,9,0,31,0.2,3.1,0.6,28.859,0.769,95.147,75.921
1,10,10,31,83,0.2,3.1,0.6,107.342,2.338,383.141,353.711
1,10,11,115,116,0.8,4.6,0.6,204.226,4.068,747.276,704.943
1,10,12,51,113,0.2,3.6,0.6,155.366,3.064,564.362,528.511
1,10,13,0,77,0.4,4.6,0.6,76.404,1.619,270.3,244.868
1,10,14,0,47,0.3,3.6,0.6,45.211,1.128,154.874,133.532
1,10,15,0,13,-0.1,3.1,0.6,12.08,0.119,29.563,12.661
1,10,16,0,0,0.1,2.6,0.6,0,0,0,0
1,10,17,0,0,-0.4,2.6,0.6,0,-0.4,0,0
1,10,18,0,0,-0.7,2.6,0.6,0,-0.7,0,0
1,10,19,0,0,-1.2,3.1,0.6,0,-1.2,0,0
1,10,20,0,0,-1.6,2.1,0.6,0,-1.6,0,0
1,10,21,0,0,-1.7,2.6,0.6,0,-1.7,0,0
1,10,22,0,0,-1.9,2.6,0.6,0,-1.9,0,0
1,10,23,0,0,-2.4,3.1,0.6,0,-2.4,0,0
1,11,0,0,0,-2.4,3.1,0.6,0,-2.4,0,0
1,11,1,0,0,-2.3,3.6,0.6,0,-2.3,0,0
1,11,2,0,0,-1.7,4.1,0.6,0,-1.7,0,0
1,11,3,0,0,-1.3,5.1,0.6,0,-1.3,0,0
1,11,4,0,0,-1.1,5.1,0.6,0,-1.1,0,0
1,11,5,0,0,-0.6,5.7,0.6,0,-0.6,0,0
1,11,6,0,0,-0.4,5.7,0.6,0,-0.4,0,0
1,11,7,0,0,0.2,6.2,0.6,0,0.2,0,0
1,11,8,0,3,0.6,6.2,0.6,2.854,0.632,5.52,0
1,11,9,0,17,0.7,6.7,0.6,15.795,0.895,50.842,33.187
1,11,10,0,37,1.4,6.7,0.6,34.432,1.829,117.634,97.612
1,11,11,0,49,2.1,7.7,0.6,45.63,2.616,158.047,136.592
1,11,12,0,51,2.3,7.7,0.6,47.497,2.837,164.72,143.029
1,11,13,0,43,2.8,7.2,0.6,40.029,3.275,137.308,116.588
1,11,14,0,27,3.3,7.7,0.6,25.108,3.583,83.235,64.432
1,11,15,0,8,3.6,7.2,0.6,7.425,3.682,18.392,1.886
1,11,16,0,0,3.8,6.2,0.6,0,0,0,0
1,11,17,0,0,3.3,6.2,0.6,0,3.3,0,0
1,11,18,0,0,3.7,7.7,0.6,0,3.7,0,0
1,11,19,0,0,3.8,6.7,0.6,0,3.8,0,0
1,11,20,0,0,3.4,7.7,0.6,0,3.4,0,0
1,11,21,0,0,3.3,7.2,0.6,0,3.3,0,0
1,11,22,0,0,2.9,7.2,0.6,0,2.9,0,0
1,11,23,0,0,2.9,6.7,0.6,0,2.9,0,0
1,12,0,0,0,3,5.7,0.6,0,3,0,0
1,12,1,0,0,2.9,6.7,0.6,0,2.9,0,0
1,12,2,0,0,3,7.7,0.6,0,3,0,0
1,12,3,0,0,2.8,6.7,0.6,0,2.8,0,0
1,12,4,0,0,2.9,7.2,0.6,0,2.9,0,0
1,12,5,0,0,2.7,6.2,0.6,0,2.7,0,0
1,12,6,0,0,2.7,6.7,0.6,0,2.7,0,0
1,12,7,0,0,2.4,6.7,0.6,0,2.4,0,0
1,12,8,0,3,2.3,6.2,0.6,2.854,2.332,5.471,0
1,12,9,0,18,2.4,5.1,0.6,16.726,2.648,53.629,35.875
1,12,10,0,37,2.9,6.2,0.6,34.431,3.353,116.936,96.938
1,12,11,0,49,3.3,7.2,0.6,45.629,3.842,157.285,135.857
1,12,12,0,52,3.4,6.2,0.6,48.431,4.038,167.293,145.511
1,12,13,0,44,2.9,5.7,0.6,40.962,3.47,140.571,119.735
1,12,14,0,27,2.3,4.6,0.6,25.108,2.699,83.633,64.815
1,12,15,0,8,2.9,4.1,0.6,7.425,3.019,19.23,2.694
1,12,16,0,0,3.2,3.6,0.6,0,0,0,0
1,12,17,0,0,3.4,4.6,0.6,0,3.4,0,0
1,12,18,0,0,3.6,4.1,0.6,0,3.6,0,0
1,12,19,0,0,3.7,5.1,0.6,0,3.7,0,0
1,12,20,0,0,3.6,6.2,0.6,0,3.6,0,0
1,12,21,0,0,3.7,4.6,0.6,0,3.7,0,0
1,12,22,0,0,3.4,3.6,0.6,0,3.4,0,0
1,12,23,0,0,3.4,4.6,0.6,0,3.4,0,0
1,13,0,0,0,2.9,4.6,0.6,0,2.9,0,0
1,13,1,0,0,2.2,5.7,0.6,0,2.2,0,0
1,13,2,0,0,1.9,4.6,0.6,0,1.9,0,0
1,13,3,0,0,1.5,4.6,0.6,0,1.5,0,0
1,13,4,0,0,1.1,5.1,0.6,0,1.1,0,0
1,13,5,0,0,1.1,6.7,0.6,0,1.1,0,0
1,13,6,0,0,1.3,6.7,0.6,0,1.3,0,0
1,13,7,0,0,1.2,7.2,0.6,0,1.2,0,0
1,13,8,0,8,1.8,8.7,0.6,7.61,1.866,15.305,0
1,13,9,0,18,2.4,10.3,0.6,16.726,2.551,53.728,35.97
1,13,10,0,38,2.8,9.8,0.6,35.364,3.134,120.392,100.271
1,13,11,0,51,3.3,11.3,0.6,47.498,3.702,164.104,142.435
1,13,12,0,53,3.5,12.3,0.6,49.365,3.89,170.773,148.868
1,13,13,0,45,3,10.8,0.6,41.896,3.367,144.009,123.052
1,13,14,0,28,2.3,11.3,0.6,26.04,2.519,87.02,68.083
1,13,15,0,8,1.4,11.3,0.6,7.425,1.46,20.03,3.466
1,13,16,0,0,2.6,10.8,0.6,0,0,0,0
1,13,17,0,0,3.6,9.8,0.6,0,3.6,0,0
1,13,18,0,0,4.8,11.3,0.6,0,4.8,0,0
1,13,19,0,0,4.8,9.8,0.6,0,4.8,0,0
1,13,20,0,0,5.2,7.7,0.6,0,5.2,0,0
1,13,21,0,0,4.6,7.7,0.6,0,4.6,0,0
1,13,22,0,0,4.6,6.7,0.6,0,4.6,0,0
1,13,23,0,0,5,7.7,0.6,0,5,0,0
1,14,0,0,0,4.9,8.7,0.6,0,4.9,0,0
1,14,1,0,0,3.8,8.7,0.6,0,3.8,0,0
1,14,2,0,0,3.3,7.7,0.6,0,3.3,0,0
1,14,3,0,0,2.4,5.7,0.6,0,2.4,0,0
1,14,4,0,0,3.1,7.2,0.6,0,3.1,0,0
1,14,5,0,0,3.3,6.7,0.6,0,3.3,0,0
1,14,6,0,0,2.6,5.1,0.6,0,2.6,0,0
1,14,7,0,0,3,6.7,0.6,0,3,0,0
1,14,8,0,11,3,5.7,0.6,10.464,3.123,21.221,4.615
1,14,9,97,43,3.5,4.6,0.6,90.452,4.928,305.932,279.238
1,14,10,29,88,3.5,4.6,0.6,112.015,5.288,396.486,366.583
1,14,11,0,51,5,4.1,0.6,47.497,5.812,162.718,141.098
1,14,12,0,54,4.9,5.1,0.6,50.299,5.653,172.908,150.927
1,14,13,0,46,3.4,7.7,0.6,42.829,3.884,147.078,126.012
1,14,14,0,29,3.4,5.7,0.6,26.972,3.774,89.873,70.834
1,14,15,0,9,4.1,6.7,0.6,8.354,4.2,22.97,6.302
1,14,16,0,0,5.8,7.2,0.6,0,0,0,0
1,14,17,0,0,7.6,8.7,0.6,0,7.6,0,0
1,14,18,0,0,7.9,9.3,0.6,0,7.9,0,0
1,14,19,0,0,7.4,7.2,0.6,0,7.4,0,0
1,14,20,0,0,7,14.9,0.6,0,7,0,0
1,14,21,0,0,5.9,10.3,0.6,0,5.9,0,0
1,14,22,0,0,5.5,11.3,0.6,0,5.5,0,0
1,14,23,0,0,5.2,12.3,0.6,0,5.2,0,0
1,15,0,0,0,4.5,15.4,0.6,0,4.5,0,0
1,15,1,0,0,4.4,16.4,0.6,0,4.4,0,0
1,15,2,0,0,5,16.4,0.6,0,5,0,0
1,15,3,0,0,4.6,17,0.6,0,4.6,0,0
1,15,4,0,0,4.2,18.5,0.6,0,4.2,0,0
1,15,5,0,0,1.5,18.5,0.6,0,1.5,0,0
1,15,6,0,0,2,18,0.6,0,2,0,0
1,15,7,0,0,1.4,13.9,0.6,0,1.4,0,0
1,15,8,0,3,0.8,9.8,0.6,2.854,0.823,5.514,0
1,15,9,0,19,0.8,6.7,0.6,17.657,1.019,57.395,39.507
1,15,10,0,70,2.3,7.7,0.6,69.03,3.08,241.417,217.008
1,15,11,140,118,2.2,8.7,0.6,220.579,4.488,809.236,764.707
1,15,12,253,116,3.6,7.7,0.6,294.552,6.946,1083.283,1029.044
1,15,13,315,94,4.1,7.7,0.6,300.454,7.514,1103.51,1048.554
1,15,14,237,75,3.9,7.2,0.6,206.291,6.345,737.951,695.948
1,15,15,32,33,3.2,5.7,0.6,47.484,3.835,141.888,121.006
1,15,16,0,1,2.2,4.6,0.6,0.951,2.213,0,0
1,15,17,0,0,2.3,7.2,0.6,0,2.3,0,0
1,15,18,0,0,1.9,5.1,0.6,0,1.9,0,0
1,15,19,0,0,1.8,6.2,0.6,0,1.8,0,0
1,15,20,0,0,0.7,6.7,0.6,0,0.7,0,0
1,15,21,0,0,0.7,6.7,0.6,0,0.7,0,0
1,15,22,0,0,0.4,5.7,0.6,0,0.4,0,0
1,15,23,0,0,0.3,5.1,0.6,0,0.3,0,0
1,16,0,0,0,0,5.7,0.6,0,0,0,0
1,16,1,0,0,0.6,7.7,0.6,0,0.6,0,0
1,16,2,0,0,0.9,5.7,0.6,0,0.9,0,0
1,16,3,0,0,0.4,5.7,0.6,0,0.4,0,0
1,16,4,0,0,0.4,6.2,0.6,0,0.4,0,0
1,16,5,0,0,0.9,5.7,0.6,0,0.9,0,0
1,16,6,0,0,1.3,5.7,0.6,0,1.3,0,0
1,16,7,0,0,1.7,7.2,0.6,0,1.7,0,0
1,16,8,0,9,1.7,7.2,0.6,8.562,1.786,17.317,0.849
1,16,9,0,36,2.5,9.8,0.6,33.96,2.818,112.693,92.845
1,16,10,0,72,1.5,6.7,0.6,71.183,2.388,250.012,225.299
1,16,11,51,116,3.3,8.2,0.6,158.086,5.011,570.547,534.476
1,16,12,128,131,4,7.7,0.6,231.831,6.63,844.562,798.782
1,16,13,46,106,4.5,9.3,0.6,142.683,5.905,510.88,476.923
1,16,14,120,82,4.2,8,0.6,154.987,5.903,550.332,514.977
1,16,15,29,34,3.9,6.7,0.6,47.509,4.473,144.43,123.458
1,16,16,0,1,3.4,6.2,0.6,0.951,3.411,0,0
1,16,17,0,0,2.4,5.1,0.6,0,2.4,0,0
1,16,18,0,0,2.6,5.7,0.6,0,2.6,0,0
1,16,19,0,0,2.2,5.7,0.6,0,2.2,0,0
1,16,20,0,0,2.4,7.7,0.6,0,2.4,0,0
1,16,21,0,0,2,7.2,0.6,0,2,0,0
1,16,22,0,0,3,7.7,0.6,0,3,0,0
1,16,23,0,0,3,9.3,0.6,0,3,0,0
1,17,0,0,0,3,10.3,0.6,0,3,0,0
1,17,1,0,0,4,8.2,0.6,0,4,0,0
1,17,2,0,0,4.7,8.7,0.6,0,4.7,0,0
1,17,3,0,0,5.7,9.8,0.6,0,5.7,0,0
1,17,4,0,0,5.9,8.2,0.6,0,5.9,0,0
1,17,5,0,0,6.3,7.2,0.6,0,6.3,0,0
1,17,6,0,0,6.8,8.2,0.6,0,6.8,0,0
1,17,7,0,0,7.2,9.3,0.6,0,7.2,0,0
1,17,8,0,7,7.4,10.3,0.6,6.499,7.45,12.593,0
1,17,9,0,36,7.6,9.8,0.6,33.863,7.917,110.115,90.359
1,17,10,258,97,7.6,7.2,0.6,255.702,10.645,920.814,872.332
1,17,11,298,100,8.2,9.3,0.6,297.753,11.142,1080.697,1026.55
1,17,12,386,109,8.7,10.3,0.6,374.949,12.126,1364.027,1299.84
1,17,13,320,97,8.9,8.2,0.6,308.379,12.247,1114.413,1059.071
1,17,14,248,78,8.2,10.8,0.6,216.131,10.092,765.825,722.834
1,17,15,0,25,6.9,10.3,0.6,23.293,7.106,69.864,51.534
1,17,16,0,2,5.6,8.7,0.6,1.903,5.617,3.513,0
1,17,17,0,0,6.1,8.2,0.6,0,6.1,0,0
1,17,18,0,0,6,11.3,0.6,0,6,0,0
1,17,19,0,0,3.9,13.4,0.6,0,3.9,0,0
1,17,20,0,0,4.5,11.3,0.6,0,4.5,0,0
1,17,21,0,0,4,12.9,0.6,0,4,0,0
1,17,22,0,0,4.4,10.8,0.6,0,4.4,0,0
1,17,23,0,0,4.4,11.3,0.6,0,4.4,0,0
1,18,0,0,0,4.1,11.8,0.6,0,4.1,0,0
1,18,1,0,0,3.9,10.3,0.6,0,3.9,0,0
1,18,2,0,0,3.9,10.3,0.6,0,3.9,0,0
1,18,3,0,0,3.1,7.7,0.6,0,3.1,0,0
1,18,4,0,0,2.7,8.7,0.6,0,2.7,0,0
1,18,5,0,0,2.8,8.7,0.6,0,2.8,0,0
